浙商证券股份有限公司东阳新南路证券营业部,52
华泰证券股份有限公司舟山解放东路证券营业部,52
申万宏源证券有限公司安徽分公司,52
西藏东方财富证券股份有限公司杭州和汇路证券营业部,52
华泰证券股份有限公司广州云城西路证券营业部,52
华泰证券股份有限公司福州六一中路证券营业部,51
东方证券股份有限公司上海静安区延平路证券营业部,51
中信证券股份有限公司武汉关山大道证券营业部,51
国联证券股份有限公司宜兴人民南路证券营业部,51
广发证券股份有限公司潮州潮枫路证券营业部,51
国泰君安证券股份有限公司重庆九尺坎证券营业部,51
财通证券股份有限公司绍兴人民中路证券营业部,51
光大证券股份有限公司慈溪观海卫证券营业部,51
华泰证券股份有限公司南京中山北路第二证券营业部,50
中国银河证券股份有限公司宁波大庆南路证券营业部,50
兴业证券股份有限公司深圳侨香路证券营业部,50
安信证券股份有限公司揭阳临江北路证券营业部,50
申万宏源西部证券有限公司沈阳十一纬路证券营业部,50
平安证券股份有限公司深圳红岭基金产业园证券营业部,50
长江证券股份有限公司深圳福华路证券营业部,50
国联证券股份有限公司杭州中山北路证券营业部,50
东吴证券股份有限公司上海分公司,50
华泰证券股份有限公司深圳彩田路证券营业部,50
华西证券股份有限公司杭州学院路证券营业部,50
安信证券股份有限公司上海黄浦区跨龙路证券营业部,50
中国银河证券股份有限公司天津长江道证券营业部,50
中信建投证券股份有限公司北京丹棱街证券营业部,50
海通证券股份有限公司上海黄浦区福州路证券营业部,50
国泰君安证券股份有限公司深圳福华三路证券营业部,50
中国银河证券股份有限公司淮安洪泽东十道证券营业部,49
国信证券股份有限公司佛山南海大道证券营业部,49
长江证券股份有限公司佛山普澜二路证券营业部,49
国泰君安证券股份有限公司深圳人民南路证券营业部,49
华鑫证券有限责任公司苏州总官堂路证券营业部,49
首创证券有限责任公司上海斜土路证券营业部,49
安信证券股份有限公司上海杨高南路证券营业部,49
海通证券股份有限公司长沙五一大道证券营业部,49
华西证券股份有限公司北京紫竹院路证券营业部,48
华泰证券股份有限公司上海澳门路证券营业部,48
华鑫证券有限责任公司福清福人大道证券营业部,48
东吴证券股份有限公司苏州吴中区木渎镇证券营业部,48
